time,user_name,user_color,message
874,vita_brimil,#DAA520,"On vous déteste les faf, vous ne nous manquerez pas"
874,shadyhorsedragon,#FF4500,"MERCI LES MODOS <3 <3 <3 <3 <3"
874,saberan31,#FF0000,"<3 <3 <3 <3 <3"
875,a_d_z_y__,#00FF7F,"Ciao les fachooooos ! (En toute apoliticité évidemment)"
875,wyrvend,#1E90FF,"jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi"
875,saru_chan30,#8219E5,"tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap   tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette"
875,oazaars,#8A2BE2,"angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties"
875,m0hiam,#9ACD32,"htyLuv htyLuv htyLuv htyLuv htyLuv htyLuv htyLuv"
875,kryol,#DE8CFF,"ABATTEZ LA CITADELLE !!!!! ABATTEZ LA CITADELLE !!!!!"
875,alcadir,,"Adios les fachios"
875,yslamaar,#8A31D1,"sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE sundLOVE"
875,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
875,faeron___,#008000,"angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove"
875,ronn49,#00FF7F,"TwitchUnity TwitchUnity TwitchUnity TwitchUnity TwitchUnity TwitchUnity"
876,loukkoume,#FF4500,"BON VENT !!"
876,nonol4sticot,#FF0000,"<3 <3 <3 <3"
876,vroden_,#FF0000,"vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv  vickys4Heart vickys4Luv vickys4Heart vickys4Luv   󠀀"
876,s4nsvisage,#8A2BE2,"<3 <3 <3 <3 <3 <3 <3 <3"
876,wyrvend,#1E90FF,"jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove jarm0uKeurbi jarm0uLove"
876,arcassecroute,#FFFFFF,"BRAVO LES MODOS!!!!"
876,seiryu___,#0000FF,"ciaaaao les fachos"
876,hatik34,#FF0000,"Les Termes ont était Dit MERCI MISTER MV"
876,ashbaratheon,,"ET ON NIK LES FASHISTES"
877,bazbaz__,#DAA520,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
877,lannyshadok,#A10000,"NIQUE L'EXTRÊME DROITE"
877,alonebula,#5F9EA0,"lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipoulbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou lbwPipou"
877,karua_chan,#5F9EA0,"alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove alxiosLove"
877,dagniir,#DAA520,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
877,nickykoni,#8A2BE2,"<3 <3"
877,bloodykanary,#8A2BE2,"angledLove angledHello angledPanties angledLove angledHello angledPanties angledLove angledHello angledPanties angledLove angledHello angledPanties angledLove angledHello angledPanties angledLove angledHello angledPanties angledLove angledHello angledPanties"
877,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
877,luckystrikewalker,,"ciao les faf"
877,mathinios_,#8A2BE2,"<3 <3 <3"
878,vertlaine,,"🩷💚💙💜💛"
878,max_xxxa,#8A2BE2,"<3 <3 <3 <3"
878,moplik86,,"Merci pour le ménage ❤️❤️❤️"
878,strawburrypokki,#FF69B4,"lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2"
878,maethor7,#008000,"MERCI LES MODOS angledPanties"
878,el_girard,#008000,"PrideLove PrideLove PrideLove PrideLove PrideLove PrideLove PrideLove PrideLove PrideLove"
878,erredius,#FF69B4,"CHEH les FASCOS"
878,crayonpapier,#6FA5D9,"MERCI TELLEMENT 1"
878,ikioloj,#0000FF,"htyLaser htyKnuk htyAAAAH RaccAttack htyVutuff htyLuv TransgenderPride htyPika NonbinaryPride RaccAttack AsexualPride"
879,anon_hummus,#5F9EA0,"j'ai trouvé que le chat était généralement très cool, très ouverts et agréable. Merci le chat, merci les modos"
879,fearendill,#008000,"htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride"
879,arianadelphox,#FF69B4,"TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride TransgenderPride NonbinaryPride GayPride #LaJeuneGarde"
879,swansheep,,"swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala swanshGala"
879,supersebworld,#008000,"FORCE AUX MODOS adfaceCOEUR adfaceCOEUR adfaceCOEUR"
879,gigipinkmouse,#FF80B4,"merci les modooooos gom4rtLove"
879,dagniir,#DAA520,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
879,kryol,#DE8CFF,"ABATTEZ LA CITADELLE !!!!!"
879,alzenith_,#FF4500,"Gros GG MERCI aux modos angledLove angledLove"
879,luhazz,#C44492,"avamindLuv zrtLove avamindLuv zrtLove avamindLuv zrtLove avamindLuv zrtLove"
879,strawburrypokki,#FF69B4,"lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2 lbwLove lbwLove2"
880,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
880,sam_fumi,#DAA520,"Merci les modos !"
880,lorienntwitch,#0000FF,"MERCIIIIIIII <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
880,v4rggy,#FF69B4,"valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing valeurPoing"
880,freja83,#1E90FF,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
880,bigdaddydou,#00ADE2,"bigdad256LOVE bigdad256LOVE bigdad256LOVE bigdad256LOVE bigdad256LOVE bigdad256LOVE bigdad256LOVE"
880,skuull_kid,#8A2BE2,"ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY ultiaSNOOPY"
880,hagaren_oh,#DAA520,"jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur jdgCoeur"
880,zilaae,#DAA520,"siamo tutti antifascisti"
880,ingolmo,#FF6937,"@just_little_pony casse toi alors"
880,calorey,#00FF7F,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
881,yumyumimi,#FF69B4,"gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove"
881,kryol,#DE8CFF,"ABATTEZ LA CITADELLE !!!!! ABATTEZ LA CITADELLE !!!!!"
881,w00dydy,#0600FF,"pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw pepeDHaw"
881,spleen_13,#6EA8B3,"LES FACHO ON VOUS AURA"
881,elsylumine,#8A2BE2,"VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug"
881,dagniir,#DAA520,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
881,lauxatra,#FFE09E,"gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove"
881,demoboros,#8A2BE2,"angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties angledPanties"
881,soladev,#FF69B4,"angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove angledPanties angledLove"
882,vicx___,,"IntersexPride IntersexPride IntersexPride IntersexPride IntersexPride IntersexPride IntersexPride IntersexPride IntersexPride"
882,meyvi_la_lutine,#E990F3,"CAMEMBOULE"
882,ideops,#8A2BE2,"PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS PETTHEMODS"
882,kryol,#DE8CFF,"ABATTEZ LA CITADELLE !!!!!"
882,hatik34,#FF0000,"angledLove angledLove angledLove angledLove angledLove angledLove"
882,thiazung,#5B7EBA,"lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur lexitvzCoeur"
882,joremoj,#FF0000,"TOUSTES LES PHOTOGRAPHES HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap HYPERCLAP Clap"
882,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
882,karineahah,#EFCBF3,"ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY ponceCOEUR ultiaSNOOPY"
883,kidkarman,#DAA520,"NO PASARAN"
883,dmx__54,#00FF3D,"locklearCOEUR locklearCOEUR locklearCOEUR locklearCOEUR locklearCOEUR"
883,metasonicx,#0000FF,"Et merci la modération!"
883,wayzor_,#C78305,"L'entre-soi une fois qu'on a ban ceux qui ont un avis différent = la méta 2025"
883,abiline_,#9ACD32,"limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay limesLove limesYay"
883,kryol,#DE8CFF,"ABATTEZ LA CITADELLE !!!!! ABATTEZ LA CITADELLE !!!!!"
883,elpi_no22,#2E8B57,"o7 les fafs"
884,dagniir,#DAA520,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
884,jinxedjotun,,"j'adore ce mec, best presentateur ever"
884,er3nyx,#FF69B4,"mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip mister1295Amourdansleslip"
884,orlanana,#FF4500,"GayPride GayPride GayPride GayPride GayPride"
884,onivas,#FF7F50,"nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart nyaoshHeart"
885,simnico,#F4D105,"htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride"
885,bluefox2245,#FF4500,"lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2 lbwLove2"
885,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
885,xxselenite,#B22222,"angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove"
885,its_moona,#919EF7,"adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR"
886,dkmt,#FF69B4,"KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove KPOPlove"
886,falcon510,#D2691E,"DinoDance <3 <3"
886,kbdninja_c12h12o4_n,#5F9EA0,"ALLLLLLLEEEEEZZZZZ"
886,cassiopeia_omi,,"TransgenderPride LesbianPride TransgenderPride LesbianPride TransgenderPride LesbianPride TransgenderPride LesbianPride"
886,saru_chan30,#8219E5,"tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap   tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap tipstevensClapclap   tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette tipstevensFaufette"
887,croquecitrouille,#FF4500,"angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove angledLove"
887,dineauzor,#00FF7F,"Oui ça c'est vraiment cool, + de politique dans les events caritatifs svp"
887,ecureuil_77,,"Camemboule !!!!"
887,el_roulio_,,"bisous les fachos !!"
887,lamiftek22,#1E90FF,"CAMERA 14"
887,piouman,#B1CC00,"SIAMO TUTTI ANTIFASCSTI"
887,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
887,p0lynx_,#FE2FCE,"adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR adfaceCOEUR"
887,tipntop,#FF69B4,"TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours TTours"
888,serpencendre,,"TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride TransgenderPride"
888,karua_chan,#5F9EA0,"alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember alxiosRemember"
888,regebot,,"Regebot subscribed with Prime. "
888,amylida,#8A2BE2,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
888,azbaei,#8A2BE2,"CAMEMBOULE"
888,sushi2b,#FF0000,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
888,rigop_,#B22222,"LE RONFLEEEEEX"
888,calamitydeath,#5F9EA0,"SO LONG LES FACHOS"
888,m_eryom,#5F9EA0,"chloerLove chloerLove chloerLove chloerLove chloerLove chloerLove chloerLove chloerLove chloerLove"
888,eliksyr,#04D6C4,"GayPride IntersexPride TransgenderPride AsexualPride PansexualPride NonbinaryPride BisexualPride GenderFluidPride GayPride IntersexPride TransgenderPride AsexualPride PansexualPride NonbinaryPride BisexualPride GenderFluidPride"
889,honoomangetsu,#FF4500,"honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove v honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove  honoomAqualove"
889,trasko_fr,#B22222,"supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR supern183COEUR  󠀀"
889,fearendill,#008000,"htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride htyPride"
889,sargeros,#FF00ED,"@Robochiotte oui robochiotte toi aussi t'as le droit à un peu d'amour"
889,coman_12,#8A2BE2,"ApplauseBreak HypeLove1 LuvSign"
889,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
890,saltencoffee,#8A2BE2,"Nouvelle regle !"
890,maggmaar,#FF4500,"KEKW"
890,cgbone,#FF0000,"tklAntifa tklAntifa tklAntifa tklAntifa tklAntifa tklAntifa tklAntifa"
890,lagarfieldette,#9ACD32,"Ciao les fachos pas de ça ici"
890,vita_brimil,#DAA520,"ABATTEZ LA CITADELLE"
890,luhazz,#C44492,"lbwLove2 avamindLuv lbwLove2 avamindLuv"
891,alainbattable,#FF69B4,"mrmvSpeenions mrmvSpeenions mrmvSpeenions mrmvSpeenions mrmvSpeenions"
891,cyllarin,#DAA520,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
891,cenote__,#D2691E,"F*CK LES FACHOS"
891,gloubibarjo,#7D9ADC,"bravo les modos <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
892,pougnat,#FF0000,"samueleLove lbwHaha lbwHaha lbwHaha lbwHaha lbwHaha lbwHaha"
892,kevinexcel,#FF0000,"gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove gom4rtLove"
892,gomerrouge,#FF2700,"<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3"
892,babzarcadia,#00FF7F,"bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove bgrHug peleriLove"
892,mekemib,#5F9EA0,"TwitchUnity TwitchUnity TwitchUnity"
